vertex_name,position_x,position_y
564,-0.8448,0.6642
565,0.2358,-0.4687
566,0.1019,0.2761
567,0.03563,-0.3561
568,0.1881,-0.05168
569,0.122,-0.1451
570,-0.1678,0.2381
571,-0.23,0.1866
572,0.09134,0.3158
573,-0.04922,-0.1743
574,0.2764,-0.2622
575,0.444,0.4396
576,-0.04544,-0.1065
577,-1.099,0.5633
578,-0.55,0.015
579,0.7384,-0.3065
580,-0.394,-0.8101
581,0.2022,0.7328
582,-0.0515,-0.4028
583,0.02097,0.01895
584,-0.2189,0.4067
585,0.5323,-0.3237
586,0.3326,0.01943
587,0.4807,0.5258
588,0.4585,0.4489
589,0.3854,0.5117
590,-0.5789,0.6601
591,0.4887,0.024
592,-0.1577,0.01619
593,-0.07434,-0.7183
594,-0.1212,-0.5557
595,-0.1498,0.1713
596,0.06735,-0.3038
597,0.1725,-0.8706
598,-0.0838,0.1572
599,0.4413,0.04695
600,-0.08484,-0.5102
601,-0.1821,-0.06008
602,-0.3617,-0.08357
603,-0.1278,-0.4909
604,-0.1526,0.2656
605,-0.07719,0.1234
606,-0.6947,0.4972
607,-0.535,-0.1764
608,-0.9055,0.5338
609,-0.8869,0.5584
610,0.5768,-0.04154
611,-0.1357,0.02159
612,-0.3442,0.3402
613,0.04702,0.003601
614,-0.01427,-0.06189
615,-0.2334,-0.4105
616,-0.004043,-0.3973
617,0.5564,-1.054
618,-0.8113,-0.3128
619,-0.4092,-0.4999
620,-1.191,-0.3218
621,-0.01423,-0.3867
622,-0.03346,-0.229
623,-0.2501,0.4262
624,-0.7832,0.1981
625,-0.8226,0.04558
626,0.2803,-0.4629
627,0.3119,0.4293
628,0.3327,-0.3919
629,0.3223,-0.2212
630,0.08886,-0.349
631,-0.08735,-0.2308
632,0.1282,0.005677
633,0.4134,-0.02851
634,0.2342,0.2119
635,-0.3856,-0.4656
636,0.4831,-0.6266
637,0.1971,-0.01094
638,0.1759,0.3023
639,-0.2473,-0.2227
640,0.1824,-0.1014
641,-0.393,-0.4244
642,0.8152,0.111
643,0.6145,0.1013
644,0.2207,-0.3182
645,0.07196,0.09605
646,0.07561,-0.09483
647,0.3179,0.2321
648,-0.4246,-0.4258
649,0.2046,-0.02354
650,-0.4156,-0.1454
651,-0.2628,0.2819
652,-0.348,0.232
653,0.6628,-0.103
654,-0.02773,0.2471
655,0.05618,0.4905
656,0.2759,0.2484
657,-0.08338,0.03037
658,-0.7318,0.1321
659,0.2718,0.8252
660,-0.7491,-0.4792
661,0.4474,0.6996
662,0.4779,-0.8502
663,-0.08799,-0.516
664,-0.5262,-0.1265
665,0.4021,-0.01912
666,0.1731,0.2149
667,0.07153,-0.6476
668,0.03063,0.3625
669,0.0177,0.7341
670,0.2166,0.1012
671,-0.0846,-0.1363
672,-0.6797,-1.013
673,0.5045,-0.06706
674,-0.1615,0.1566
675,0.08406,0.1582
676,0.2991,-0.251
677,0.01695,0.4347
678,0.3516,-0.1138
679,-0.06794,-0.2228
680,-0.5325,-0.7973
681,0.2906,0.7186
682,0.02887,-0.08861
683,-0.4052,0.5704
684,-0.2858,0.4864
685,0.8314,0.1078
686,-0.3635,0.3665
687,0.1555,0.3509
688,-0.3778,0.1206
689,-0.5898,-0.5269
690,0.4853,-0.09143
691,0.05221,0.1674
692,-0.001836,0.5264
693,-0.09143,0.1862
694,-0.5873,0.6824
695,0.2949,-0.09673
696,0.1624,0.1023
697,-0.3536,-0.5429
698,-0.1412,-0.3893
699,-0.2872,-0.554
700,-0.356,0.3592
701,-0.3885,-0.8241
702,0.1477,-0.3107
703,-0.1705,0.05124
704,-0.5346,-0.374
705,-0.005921,0.09867
706,-0.7355,0.1431
707,-0.3489,0.1483
708,-0.5967,0.8089
709,-0.3673,0.1026
710,0.2402,-0.856
711,-0.2401,0.03736
712,-0.9988,0.07755
713,0.7437,-0.03235
714,-0.5133,-0.3946
715,0.01244,0.002632
716,-0.5836,-0.1507
717,-0.1638,0.03788
718,0.287,-0.2916
719,-0.2756,-0.4539
720,0.5045,-0.1448
721,-0.3521,-0.7563
722,0.2268,0.03375
723,-0.1245,-0.2336
724,-0.1216,0.5873
725,-0.5468,-0.2476
726,-0.2665,0.5022
727,-0.1325,-0.6658
728,-0.6199,0.03401
729,0.00159,0.3232
730,0.6973,0.2927
731,-0.9686,-0.1986
732,-0.3884,-0.2267
733,-0.1521,0.3557
734,-0.07228,-0.8174
735,-0.7331,-0.5068
736,-0.4222,0.2321
737,-0.2991,0.1349
738,0.1835,-0.9622
739,-0.1242,0.6858
740,-0.2562,-0.58
741,0.1048,-0.2458
742,-0.3731,0.07563
743,-0.8283,0.4989
744,-0.6178,0.2521
745,0.0002079,0.4025
746,-0.5611,0.4279
747,-0.4588,0.5415
748,0.09593,-0.506
749,0.09479,-0.01406
750,-0.243,0.0487
751,0.804,0.2884
752,-0.07624,-0.646
753,-0.4032,-0.6597
754,0.06376,-0.02341
755,-0.09297,0.07409
756,0.1603,0.4503
757,0.5968,0.8743
758,-0.1659,0.325
759,-0.02334,-0.4513
760,-0.3024,-0.1436
761,-0.2847,0.4165
762,0.07625,-0.0264
763,-0.6762,-0.126
764,-0.6373,0.4967
765,0.7521,0.3292
766,0.06708,0.362
767,-0.1345,0.3867
768,0.05604,-0.5243
769,0.006829,-1.116
770,-0.1554,-0.09907
771,0.2868,0.6827
772,-0.4149,-0.1777
773,0.05023,0.2762
774,-0.09815,0.04546
775,0.4117,0.4328
776,0.03124,-0.08472
777,-0.1644,-0.3422
778,-0.1638,-0.3773
779,0.1581,-0.05863
780,8.121e-05,-0.5365
781,0.1419,-0.05299
782,-0.1537,0.3794
783,0.215,-0.08122
784,-0.822,0.4121
785,0.2988,-0.3912
786,0.3415,-0.0705
787,0.4383,0.19
788,0.296,0.1442
789,0.2361,-0.3428
790,0.6838,0.2084
791,-0.2274,-0.4638
792,0.5103,-0.7669
793,-0.0829,0.3034
794,-0.4949,-0.2228
795,0.01881,-0.09242
796,0.2936,0.6901
797,0.07941,-0.0584
798,0.2301,-0.09952
799,-0.2002,-0.5809
800,-0.8866,-0.6008
801,0.0697,-0.2598
802,0.3788,-0.1062
803,0.1979,-0.8298
804,-0.2318,0.02221
805,-0.713,-0.004729
806,-0.1129,-0.07796
807,-0.3767,-0.3375
808,0.8062,0.4704
809,0.2565,0.08677
810,-0.2724,-0.5058
811,0.2985,-0.1739
812,-0.05459,-0.1316
813,-0.2163,0.4059
814,0.7752,0.2152
815,-0.4393,0.3909
816,-0.2639,-0.1559
817,0.2226,-0.9855
818,-0.08135,-0.0511
819,-0.3299,-0.1267
820,-0.2016,-0.1899
821,-0.5483,0.5084
822,0.2501,-0.01104
823,0.09174,0.1602
824,-0.4596,0.004934
825,0.2001,0.05992
826,-0.1323,0.01797
827,0.2842,-0.3255
828,-0.5901,-0.1674
829,0.2595,0.1048
830,-0.161,-0.1907
831,-0.05156,0.159
832,0.1259,0.2462
833,0.06267,0.6317
834,-0.3268,-0.5012
835,-0.446,-0.4168
836,0.0456,-0.1479
837,-0.3101,-0.1945
838,-0.1855,0.1424
839,0.4049,-0.1889
840,0.5555,-0.1848
841,0.5514,-0.2029
842,-0.594,-0.1764
843,0.4886,-0.8872
844,0.2547,-0.6598
845,0.2985,-0.5595
846,-0.1667,-0.00798
847,0.3219,-0.6897
848,-0.1855,0.1721
849,0.2568,-0.04608
850,-0.06673,0.2059
851,0.6755,0.2964
852,-0.3547,0.4019
853,-0.5201,0.007261
854,-0.9545,0.7309
855,0.233,0.01258
856,-0.246,-0.5326
857,0.01246,0.2694
858,-0.3765,0.3215
859,0.1823,-0.02338
860,0.4223,-0.6181
861,0.2739,-0.1729
862,-0.2531,-0.0478
863,0.2194,-0.1266
864,-0.0787,-0.1764
865,-0.3078,0.06989
866,0.2067,-0.2894
867,0.1598,0.04901
868,0.2796,-0.1529
869,-0.3547,0.01189
870,-0.5137,-0.1162
871,-0.07502,0.3713
872,-0.5337,-0.5182
873,-0.001579,-0.3585
874,-0.09488,-0.1697
875,0.2377,0.06902
876,-0.07484,0.1903
877,0.4524,0.3399
878,0.2971,0.2481
879,-0.2911,0.001897
880,0.326,-0.3597
881,-0.7371,0.3832
882,-0.9709,-0.391
883,-0.1886,-0.3607
884,-0.4311,0.3244
885,0.2991,-0.251
886,-0.3133,0.3004
887,0.01561,0.4416
888,0.3115,0.3638
889,-0.1277,-0.1423
890,0.347,-0.3676
891,-0.2819,-0.4069
892,-0.2494,0.2373
893,0.002206,0.5302
894,0.3558,-0.146
895,0.1006,0.01159
896,0.2007,-0.6686
897,0.09829,-0.08529
898,-0.3785,-0.5109
899,-0.1937,0.2379
900,-0.212,-0.1247
901,-0.7791,-0.04195
902,0.2954,-0.03532
903,0.1567,-0.2204
904,-0.2156,-0.6897
905,-0.4649,0.4942
906,-0.4417,-0.45
907,-0.3272,-0.3348
908,-0.1766,-0.4461
909,0.3985,-0.5778
910,0.4118,-0.2133
911,-0.1303,0.589
912,-0.2396,-0.05253
913,-0.08058,0.3265
914,-0.04679,-0.2297
915,0.07743,-0.1783
916,0.3075,0.002694
917,0.08552,0.06924
918,-0.2146,-0.3894
919,0.1093,-0.02301
920,0.5641,-0.5363
921,-0.7623,0.1849
922,-0.371,0.02837
923,-0.07013,0.1788
924,0.1411,0.132
925,0.1722,0.2338
926,0.1063,-0.05901
927,-0.5512,0.463
928,0.1082,-0.2262
929,-0.5887,0.3566
930,0.1145,-0.5212
931,0.3964,-0.2502
932,0.3409,-0.34
933,-0.1941,-0.5127
934,-1.039,-0.1161
935,0.09273,0.3059
936,-0.8424,-0.54
937,0.01946,-0.5263
938,-0.6925,0.4774
939,-0.04031,-0.2516
940,0.0632,-0.1428
941,-0.2216,-0.158
942,-0.6813,0.1707
943,0.3885,-0.7634
944,-0.04636,-0.2037
945,-0.5575,0.4966
946,0.2786,-0.1023
947,0.1857,-0.1489
948,-0.5162,0.2187
949,0.2232,-0.9255
950,0.6058,0.1557
951,0.1562,0.3735
952,-0.4065,-0.3009
953,0.7993,-0.5233
954,-0.3252,-0.2324
955,-0.3052,-0.1076
956,0.2286,-0.3055
957,0.05681,0.02321
958,0.3182,-0.6791
959,-0.6044,0.2871
960,0.4701,-0.1696
961,0.1356,-0.5246
962,0.1401,-0.05776
963,0.1622,0.05009
964,0.2915,0.6874
965,-0.4387,-0.595
966,-0.1834,0.5177
967,-0.9067,0.3009
968,-0.1939,-0.1993
969,0.3075,-0.5171
970,0.007217,-0.4117
971,0.6897,0.1216
972,-0.1712,-0.06051
973,0.4514,-0.2972
974,0.4329,-0.2072
975,-0.4096,0.2823
976,0.3322,-0.03416
977,-0.4501,0.04232
978,-0.187,0.428
979,-0.3761,0.1345
980,-0.4132,-0.06701
981,0.02163,-0.1389
982,-0.032,0.09736
983,-0.004018,0.05555
984,1.007,-0.3439
985,-0.33,0.1549
986,0.1808,-0.6708
987,0.2424,0.1788
988,-0.2043,0.3903
989,-0.2823,0.2279
990,0.06508,0.454
991,-0.1622,0.1097
992,0.4004,0.5778
993,-0.5705,-0.2343
994,0.3199,-0.1895
995,-0.3291,0.3193
996,-0.4457,-0.2855
997,-0.1468,-0.2847
998,-0.5095,0.5445
999,0.1854,-0.5025
1000,-0.8345,-0.09403
1001,-0.1089,-0.2925
